Student_ID,Grade,Subject,Feedback_Text,Sentiment_Label
STU10389,Grade 7,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU10390,Grade 10,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU10391,Grade 10,English,The teacher uses examples that make learning easy.,Positive
STU10392,Grade 9,Social Science,More examples are needed to understand the lessons.,Negative
STU10393,Grade 6,Mathematics,The subject is manageable but not very interesting.,Neutral
STU10394,Grade 8,English,The teaching style needs improvement.,Negative
STU10395,Grade 8,English,Teaching is neither very good nor very bad.,Neutral
STU10396,Grade 10,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU10397,Grade 7,Mathematics,More examples are needed to understand the lessons.,Negative
STU10398,Grade 8,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU10399,Grade 7,English,The teacher uses examples that make learning easy.,Positive
STU10400,Grade 9,Tamil,Lessons are acceptable but can be improved.,Neutral
STU10401,Grade 8,Social Science,This subject is taught in a clear and understandable way.,Positive
STU10402,Grade 10,Science,This subject is taught in a clear and understandable way.,Positive
STU10403,Grade 10,Science,More examples are needed to understand the lessons.,Negative
STU10404,Grade 9,Social Science,The subject is okay but could be taught better.,Neutral
STU10405,Grade 9,Social Science,I feel confused during many classes.,Negative
STU10406,Grade 10,Science,I feel confused during many classes.,Negative
STU10407,Grade 10,Tamil,Lessons are acceptable but can be improved.,Neutral
STU10408,Grade 7,Science,The teaching style needs improvement.,Negative
STU10409,Grade 9,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU10410,Grade 6,Tamil,This subject is taught in a clear and understandable way.,Positive
STU10411,Grade 9,Social Science,Classes are average and sometimes interesting.,Neutral
STU10412,Grade 8,English,The subject is okay but could be taught better.,Neutral
STU10413,Grade 8,Tamil,The teaching style needs improvement.,Negative
STU10414,Grade 6,English,This subject is taught in a clear and understandable way.,Positive
STU10415,Grade 10,Science,The teacher uses examples that make learning easy.,Positive
STU10416,Grade 10,Tamil,Classes are average and sometimes interesting.,Neutral
STU10417,Grade 6,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU10418,Grade 9,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU10419,Grade 9,Social Science,The subject is manageable but not very interesting.,Neutral
STU10420,Grade 9,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU10421,Grade 8,Social Science,Teaching is neither very good nor very bad.,Neutral
STU10422,Grade 9,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU10423,Grade 6,English,The teacher uses examples that make learning easy.,Positive
STU10424,Grade 6,English,Classes are engaging and doubts are explained patiently.,Positive
STU10425,Grade 10,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU10426,Grade 10,Mathematics,I feel confused during many classes.,Negative
STU10427,Grade 6,Social Science,The subject is okay but could be taught better.,Neutral
STU10428,Grade 10,Tamil,I feel confused during many classes.,Negative
STU10429,Grade 9,English,Teaching is neither very good nor very bad.,Neutral
STU10430,Grade 7,Social Science,This subject is taught in a clear and understandable way.,Positive
STU10431,Grade 6,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU10432,Grade 8,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU10433,Grade 9,Science,The teaching style needs improvement.,Negative
STU10434,Grade 7,English,The teaching style needs improvement.,Negative
STU10435,Grade 8,Social Science,Teaching is neither very good nor very bad.,Neutral
STU10436,Grade 10,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU10437,Grade 10,Science,More examples are needed to understand the lessons.,Negative
STU10438,Grade 6,Mathematics,The teacher uses examples that make learning easy.,Positive
STU10439,Grade 6,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU10440,Grade 7,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU10441,Grade 10,Science,Lessons are acceptable but can be improved.,Neutral
STU10442,Grade 9,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU10443,Grade 10,Mathematics,The teacher uses examples that make learning easy.,Positive
STU10444,Grade 10,Social Science,The teaching style needs improvement.,Negative
STU10445,Grade 6,Science,The subject is manageable but not very interesting.,Neutral
STU10446,Grade 7,English,More examples are needed to understand the lessons.,Negative
STU10447,Grade 7,English,The subject is okay but could be taught better.,Neutral
STU10448,Grade 9,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU10449,Grade 10,Social Science,The subject is manageable but not very interesting.,Neutral
STU10450,Grade 8,Tamil,Teaching is neither very good nor very bad.,Neutral
STU10451,Grade 9,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU10452,Grade 7,English,I feel confused during many classes.,Negative
STU10453,Grade 9,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU10454,Grade 8,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU10455,Grade 10,Tamil,Teaching is neither very good nor very bad.,Neutral
STU10456,Grade 6,Science,I feel confused during many classes.,Negative
STU10457,Grade 7,Science,Lessons are acceptable but can be improved.,Neutral
STU10458,Grade 7,Mathematics,More examples are needed to understand the lessons.,Negative
STU10459,Grade 10,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU10460,Grade 10,Science,Classes are engaging and doubts are explained patiently.,Positive
STU10461,Grade 10,Social Science,The teaching style needs improvement.,Negative
STU10462,Grade 8,Science,Lessons are acceptable but can be improved.,Neutral
STU10463,Grade 6,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU10464,Grade 10,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU10465,Grade 7,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU10466,Grade 8,English,Classes are average and sometimes interesting.,Neutral
STU10467,Grade 6,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU10468,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU10469,Grade 8,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU10470,Grade 6,Social Science,I feel confused during many classes.,Negative
STU10471,Grade 8,Science,Lessons are acceptable but can be improved.,Neutral
STU10472,Grade 9,Social Science,This subject is taught in a clear and understandable way.,Positive
STU10473,Grade 7,Science,The teaching style needs improvement.,Negative
STU10474,Grade 10,Science,The teacher uses examples that make learning easy.,Positive
STU10475,Grade 9,Science,Classes are engaging and doubts are explained patiently.,Positive
STU10476,Grade 9,Mathematics,More examples are needed to understand the lessons.,Negative
STU10477,Grade 10,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU10478,Grade 7,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU10479,Grade 8,Science,The teaching style needs improvement.,Negative
STU10480,Grade 7,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU10481,Grade 7,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU10482,Grade 10,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU10483,Grade 10,Science,The subject is okay but could be taught better.,Neutral
STU10484,Grade 10,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU10485,Grade 10,Mathematics,I feel confused during many classes.,Negative
STU10486,Grade 10,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU10487,Grade 7,Tamil,The subject is okay but could be taught better.,Neutral
STU10488,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU10489,Grade 7,Social Science,The subject is okay but could be taught better.,Neutral
STU10490,Grade 10,Science,Lessons are acceptable but can be improved.,Neutral
STU10491,Grade 7,Tamil,I feel confused during many classes.,Negative
STU10492,Grade 6,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU10493,Grade 9,Mathematics,More examples are needed to understand the lessons.,Negative
STU10494,Grade 6,Science,More examples are needed to understand the lessons.,Negative
STU10495,Grade 8,Social Science,The subject is okay but could be taught better.,Neutral
STU10496,Grade 8,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU10497,Grade 10,Mathematics,The subject is manageable but not very interesting.,Neutral
STU10498,Grade 9,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU10499,Grade 7,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU10500,Grade 10,Tamil,The subject is okay but could be taught better.,Neutral
STU10501,Grade 9,English,The subject is okay but could be taught better.,Neutral
STU10502,Grade 10,English,The teacher uses examples that make learning easy.,Positive
STU10503,Grade 10,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU10504,Grade 9,Social Science,This subject is taught in a clear and understandable way.,Positive
STU10505,Grade 9,English,This subject is taught in a clear and understandable way.,Positive
STU10506,Grade 8,Social Science,The subject is manageable but not very interesting.,Neutral
STU10507,Grade 9,Social Science,Lessons are acceptable but can be improved.,Neutral
STU10508,Grade 6,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU10509,Grade 7,Mathematics,The teaching style needs improvement.,Negative
STU10510,Grade 6,Tamil,The teacher uses examples that make learning easy.,Positive
STU10511,Grade 7,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU10512,Grade 9,Tamil,More examples are needed to understand the lessons.,Negative
